seqnames start end width strand Conc Conc_t39 Conc_t37 Fold p.value FDR X39.1 X39.2 X39.3 X39.4 X37.1 X37.2 X37.3 X37.4 name
chr10 44176247 44176447 201 * 7.82624938776028 8.28855049791384 7.14184443918801 1.08039535506706 2.07609595648853e-31 2.07232353822613e-29 323.29 300.69 305.9 320.83 158.53 134.26 123.16 148.95 chr10:44176247-44176447
chr13 102726944 102727144 201 * 6.47266171293042 6.94068376123091 5.77550885748827 1.08038222969589 4.969002734562e-16 1.22579217247328e-14 113.56 130.93 110.03 136.86 57.29 52.21 52.78 56.82 chr13:102726944-102727144
chrX 133575704 133575904 201 * 6.70820408253952 7.16444528069208 6.03712636592611 1.07977857804817 2.71494416511081e-17 7.69729459156512e-16 139.05 166.44 158.39 109.94 69.06 63.93 58.65 71.03 chrX:133575704-133575904
chr2 97434236 97434436 201 * 7.08543624383089 7.53782507927227 6.42273849497764 1.0789214029721 6.63001610001613e-22 2.99488657727605e-20 186.56 209.71 176.53 170.51 85.93 93.77 74.78 88.68 chr2:97434236-97434436
chr13 29597325 29597525 201 * 6.31874830635214 6.78523736330996 5.62502743221654 1.07874552916184 9.72456645074344e-15 2.09134390057751e-13 103.13 122.05 117.28 98.72 51.8 52.21 39.59 53.81 chr13:29597325-29597525
chr11 114654722 114654922 201 * 5.70777371664767 6.14015225339207 5.08749101653642 1.07820747954042 1.29649036847132e-09 1.38049997593009e-08 62.57 82.11 70.13 67.31 23.15 36.23 46.92 29.7 chr11:114654722-114654922
chr2 24526272 24526472 201 * 6.24396564008125 6.71584043319481 5.53813501042577 1.07798980287872 9.44228314999945e-14 1.80617040923254e-12 110.08 118.72 106.4 85.26 50.62 45.82 35.19 54.24 chr2:24526272-24526472
chr17 46060522 46060722 201 * 5.9583785702475 6.41966827022894 5.27621044300238 1.07788063716636 1.11678345769716e-11 1.61587135930652e-10 78.8 98.75 77.38 87.5 31.39 42.62 36.66 44.34 chr17:46060522-46060722
chr1 133945692 133945892 201 * 7.30351461282684 7.74481725814787 6.66454225296902 1.0776656626551 3.40185092885592e-23 1.73919363134157e-21 230.59 184.19 218.85 224.36 91.82 105.49 112.9 95.57 chr1:133945692-133945892
chr7 135698432 135698632 201 * 7.53109513913812 7.99112117944552 6.85171464361186 1.07756497207765 4.26078402979941e-25 2.61235530803829e-23 266.52 275.17 253.91 222.12 126.35 123.6 85.04 126.99 chr7:135698432-135698632
chr9 22449324 22449524 201 * 8.05100762388014 8.4931061682828 7.41035093676908 1.07746976790224 1.54468942632159e-35 2.12852481875166e-33 354.58 360.61 407.47 318.59 167.16 161.96 177.41 173.92 chr9:22449324-22449524
chr2 75734306 75734506 201 * 5.5527487764645 6.03661360073924 4.81942129234031 1.07723152958294 1.49153505046247e-09 1.56859354253378e-08 60.26 54.37 60.46 87.5 24.72 25.57 30.79 31.86 chr2:75734306-75734506
chr10 84369838 84370038 201 * 4.43473688173997 4.92779963899642 3.67979535644538 1.07714489605421 6.65972480972953e-06 3.47377730946452e-05 22.02 27.74 33.85 38.14 11.38 13.85 16.13 9.9 chr10:84369838-84370038
chr2 102473755 102473955 201 * 6.61138559073775 7.08036979680745 5.91207266045961 1.07698698349627 1.08812656714991e-15 2.58552083409437e-14 118.19 124.27 146.3 152.56 69.06 42.62 68.91 60.27 chr2:102473755-102473955
chr17 12937668 12937868 201 * 8.55003306336912 8.99160057234538 7.91050050528375 1.07675253110048 3.40016825578953e-47 1.00471903214667e-44 538.82 514.84 524.75 457.69 244.07 245.08 236.06 237.2 chr17:12937668-12937868
chr10 39905243 39905443 201 * 5.7673396223606 6.24742054246016 5.04277131037433 1.0766568639731 4.77753806998762e-11 6.3122884352955e-10 64.89 86.55 76.17 76.28 36.49 34.1 26.39 34.87 chr10:39905243-39905443
chr1 54584671 54584871 201 * 6.00551153821421 6.46803399968786 5.32061637967707 1.07661604948371 1.30315296064486e-12 2.13799103992267e-11 84.59 83.22 94.31 91.99 36.49 42.62 38.12 42.62 chr1:54584671-54584871
chr2 28466207 28466407 201 * 7.9091397312148 8.35115787684886 7.26865332011539 1.07634399981577 2.15017652990494e-32 2.32182188851253e-30 351.1 300.69 362.73 291.67 156.96 149.18 161.28 149.38 chr2:28466207-28466407
chr3 60582175 60582375 201 * 7.29551878773989 7.76987323972083 6.5840629800248 1.07607772840229 6.55982415740185e-21 2.69271899251504e-19 221.32 225.24 204.34 222.12 114.97 86.31 71.84 110.64 chr3:60582175-60582375
chr12 40671789 40671989 201 * 5.86124149219207 6.35185048997146 5.11211128240452 1.07601234031117 1.2852968342762e-10 1.59712814911707e-09 64.89 99.86 83.43 78.53 37.28 35.16 21.99 43.91 chr12:40671789-40671989
chr13 28811197 28811397 201 * 6.44439858995144 6.90690488144159 5.75953925003621 1.07600618582696 1.82891459610266e-15 4.25279797174998e-14 120.51 119.83 134.21 105.45 58.07 63.93 39.59 55.1 chr13:28811197-28811397
chr16 30938734 30938934 201 * 5.74177770993325 6.23845269812028 4.97822025347273 1.07588900529222 2.31429365080202e-10 2.7633442685893e-09 64.89 84.33 65.29 87.5 38.85 24.51 27.86 34.87 chr16:30938734-30938934
chr4 11160639 11160839 201 * 4.89195396765043 5.40586768469618 4.08624636746958 1.07539629207672 6.96036526136811e-07 4.5269198014163e-06 44.03 42.16 36.27 47.12 22.76 24.51 7.33 13.35 chr4:11160639-11160839
chr17 42992962 42993162 201 * 4.82981983685211 5.30761112248873 4.11051490418038 1.07523856037777 5.73507316232015e-07 3.80159923395745e-06 38.24 44.38 39.9 35.9 12.56 14.92 20.53 21.09 chr17:42992962-42993162
chr14 27384221 27384421 201 * 6.13431684397385 6.58317084598499 5.47924625795367 1.0752375286713 4.45408589055008e-13 7.82006401174205e-12 98.49 116.51 96.73 71.79 43.16 49.02 41.05 45.2 chr14:27384221-27384421
chr10 5310464 5310664 201 * 5.55845536041414 6.05201958703065 4.8023220828944 1.0751342631992 9.39221136493343e-10 1.02385086400053e-08 63.73 67.68 68.92 65.06 36.1 21.31 24.93 29.27 chr10:5310464-5310664
chr11 37541651 37541851 201 * 6.2786478564266 6.75731038715862 5.55734336446262 1.07472390032913 5.20609407856409e-14 1.0277954810047e-12 107.76 96.53 118.49 109.94 53.76 50.08 33.72 50.8 chr11:37541651-37541851
chr17 14885730 14885930 201 * 6.90053696840768 7.36317487253929 6.21538605182209 1.07461485290855 6.60811822355362e-18 1.99808306138193e-16 157.59 196.39 163.23 141.35 82.79 59.67 70.38 84.38 chr17:14885730-14885930
chr13 48863058 48863258 201 * 5.60899939591139 6.09229979923356 4.87698330270834 1.07438172121946 4.64227018293109e-10 5.30690582043425e-09 66.05 65.46 62.87 78.53 34.92 22.38 32.26 27.98 chr13:48863058-48863258
chr16 91862126 91862326 201 * 7.75082778515471 8.19551463740918 7.10467347977383 1.07344164921044 3.63536159016851e-30 3.23784528309992e-28 303.6 278.5 332.5 258.01 138.51 132.13 137.82 142.06 chr16:91862126-91862326
chr18 46113913 46114113 201 * 5.09680953526743 5.5770444382592 4.37188625902019 1.07315996445357 4.3960037247709e-08 3.61807240700074e-07 49.83 47.71 50.78 42.63 23.94 21.31 19.06 18.51 chr18:46113913-46114113
chr12 32768441 32768641 201 * 7.05924695871758 7.50030804153214 6.42078523492911 1.07309397592743 1.71702741502404e-20 6.70837283757197e-19 168.02 188.63 181.37 186.22 86.33 95.9 89.44 71.03 chr12:32768441-32768641
chr6 21897093 21897293 201 * 6.09077721687493 6.54798492185256 5.41758588806385 1.07297169706641 8.5821419705603e-13 1.44657516975356e-11 91.54 82.11 106.4 94.23 45.91 38.36 48.39 38.31 chr6:21897093-21897293
chr6 67223636 67223836 201 * 6.39296935180732 6.8489164380791 5.72253392115829 1.07285248181709 3.48449761802775e-14 7.01622667978325e-13 130.94 133.15 102.77 94.23 54.93 66.06 38.12 52.09 chr6:67223636-67223836
chrX 157595040 157595240 201 * 5.21677589424849 5.69983508377751 4.48531972400042 1.07269446782485 1.96337069217834e-08 1.72207302320498e-07 52.14 49.93 51.99 53.85 26.68 23.44 20.53 18.94 chrX:157595040-157595240
chr15 78045948 78046148 201 * 4.87372017586903 5.39091327017139 4.05979455904716 1.07266069695217 1.10605430293235e-06 6.87721442945271e-06 23.18 46.6 37.48 60.58 18.83 19.18 13.2 15.5 chr15:78045948-78046148
chr19 46442182 46442382 201 * 4.52472072270769 5.04042128143005 3.71454347555582 1.0724648845392 3.71400132387077e-06 2.05346340421607e-05 23.18 34.4 31.44 42.63 12.56 10.66 14.66 14.64 chr19:46442182-46442382
chr16 9038777 9038977 201 * 6.56981675526123 7.03273307728096 5.88404874544287 1.07217325021524 6.63762969029063e-16 1.61359259809913e-14 137.89 129.82 112.45 143.59 55.72 49.02 63.05 68.45 chr16:9038777-9038977
chr12 55572342 55572542 201 * 5.04400880373173 5.5180342701851 4.3333011295546 1.07209638960097 9.238172097569e-08 7.14971278704728e-07 49.83 52.15 38.69 42.63 18.83 14.92 24.93 21.95 chr12:55572342-55572542
chr6 113936822 113937022 201 * 5.47049951984188 5.9304359265761 4.79131645881636 1.07202979025673 1.62719922278902e-09 1.70273438486966e-08 57.94 63.25 68.92 53.85 29.82 29.84 27.86 23.25 chr6:113936822-113937022
chr18 78157924 78158124 201 * 6.81606814816562 7.27534409984908 6.1383386512393 1.07190864353064 1.07192874295773e-18 3.48444954487027e-17 151.8 153.12 148.72 166.03 73.77 54.34 79.18 74.47 chr18:78157924-78158124
chr1 91068430 91068630 201 * 4.92812609173259 5.40403849266298 4.21311980879677 1.07165373490546 2.01680818827493e-07 1.45841299601106e-06 53.3 42.16 44.74 29.17 18.44 20.25 16.13 19.37 chr1:91068430-91068630
chr9 61457904 61458104 201 * 5.49690268801313 5.99316385517207 4.73433599255752 1.07148980971487 2.25777054144987e-09 2.31000970735266e-08 64.89 62.14 60.46 67.31 27.47 20.25 23.46 35.3 chr9:61457904-61458104
chr2 34979647 34979847 201 * 6.56425437891937 7.01349534430744 5.90835170777343 1.0711988019211 1.40285095130277e-16 3.69330180814034e-15 123.99 125.38 130.58 136.86 52.97 61.8 63.05 62.42 chr2:34979647-34979847
chr7 65095683 65095883 201 * 5.64117350689741 6.09874578840087 4.96718372800975 1.07099551604312 2.41827821681285e-10 2.87952415368561e-09 71.84 74.34 78.59 49.36 29.82 31.97 29.32 34.01 chr7:65095683-65095883
chr8 83625988 83626188 201 * 6.57851746492051 7.01652388739438 5.94649006857544 1.07086551891838 1.94883992205798e-16 5.0320030429138e-15 127.46 138.7 130.58 121.15 58.86 71.39 63.05 53.38 chr8:83625988-83626188
chr17 74303633 74303833 201 * 5.52205953682092 6.03114266953503 4.72833900308675 1.07053978418781 9.48597036860874e-09 8.77527306330238e-08 59.1 69.9 49.57 83.01 29.82 15.98 24.93 35.3 chr17:74303633-74303833
chr10 63908978 63909178 201 * 6.27799473912671 6.76988784061361 5.52582749908849 1.07023336738628 5.46133813820909e-12 8.21871645432161e-11 110.08 108.74 78.59 139.1 47.87 44.75 32.26 59.41 chr10:63908978-63909178
chr15 59131015 59131215 201 * 5.85357117284214 6.30260664434047 5.19811046157332 1.06964348902957 4.53696245493731e-11 6.01481881922698e-10 81.11 98.75 64.08 71.79 34.92 34.1 42.52 35.3 chr15:59131015-59131215
chr7 90074710 90074910 201 * 8.00925037397102 8.4530835462746 7.36491270931234 1.06937580029192 1.25476093431263e-32 1.3871498045705e-30 365.01 342.86 397.8 296.15 162.45 165.16 153.95 177.79 chr7:90074710-90074910
chr18 63901441 63901641 201 * 6.19678619967237 6.65976145546274 5.51088751825475 1.06924147278871 8.2519900931142e-14 1.59225280790073e-12 101.97 100.97 102.77 98.72 51.4 46.88 41.05 43.05 chr18:63901441-63901641
chr7 118590986 118591186 201 * 5.55385591299727 5.98973110247679 4.9262927856053 1.06922274319784 3.93112129092732e-09 3.86877730892981e-08 55.62 67.68 72.55 58.33 21.19 36.23 36.66 27.55 chr7:118590986-118591186
chr18 43624911 43625111 201 * 5.88555206598001 6.36298770898918 5.16706221185745 1.0691910461102 1.02660193518315e-10 1.29314242838837e-09 92.7 98.75 74.96 62.82 38.06 29.84 29.32 46.49 chr18:43624911-43625111
chr15 67636276 67636476 201 * 8.01859529500405 8.46415747287184 7.37057478971899 1.06908975487165 9.5360800779548e-35 1.2234133079321e-32 333.72 395.01 336.13 347.76 164.41 159.83 164.22 173.49 chr15:67636276-67636476
chr8 75137106 75137306 201 * 6.37253961514609 6.82595745059212 5.70761045003063 1.06897100147874 2.3257172395568e-14 4.79501969206458e-13 90.38 114.29 125.75 123.4 48.66 46.88 60.11 53.38 chr8:75137106-75137306
chr12 30767710 30767910 201 * 7.28305724919668 7.71517987902637 6.66330524559461 1.06885362866526 1.23407499072959e-20 4.90817648523845e-19 213.21 229.68 224.89 172.76 81.62 98.03 117.3 108.48 chr12:30767710-30767910
chr10 75449364 75449564 201 * 6.09435026820611 6.57579419169279 5.36663557639907 1.06864833598654 1.09534791407544e-12 1.8181975687485e-11 86.91 103.19 88.26 103.21 46.69 36.23 35.19 46.92 chr10:75449364-75449564
chr15 64152766 64152966 201 * 5.90440135840559 6.34466003457862 5.26763392346017 1.06835246788146 1.91518847958441e-11 2.68057613273706e-10 69.53 88.77 88.26 78.53 34.14 40.49 45.45 34.01 chr15:64152766-64152966
chr8 118987018 118987218 201 * 8.5913382647617 9.03513048557016 7.94708766088364 1.06829775920379 4.11701693569706e-39 7.37378453399869e-37 499.43 541.47 602.13 455.45 266.43 249.34 227.26 244.09 chr8:118987018-118987218
chr4 15205545 15205745 201 * 5.25404391514573 5.71686961569843 4.56847680334417 1.06784807686481 1.49037375551734e-08 1.33466720200055e-07 54.46 59.92 55.62 40.38 21.58 20.25 26.39 26.69 chr4:15205545-15205745
chr15 63270427 63270627 201 * 6.12510265401132 6.57778200562457 5.461775423191 1.06774729610737 1.27004735102903e-12 2.08786193470731e-11 105.45 86.55 100.36 89.74 37.28 38.36 49.85 50.8 chr15:63270427-63270627
chr2 126938471 126938671 201 * 5.93155309807321 6.38327418198698 5.27030069358281 1.06705589675956 1.0433634039124e-11 1.51530016380277e-10 81.11 81 79.8 91.99 33.35 33.03 48.39 39.6 chr2:126938471-126938671
chr13 38625644 38625844 201 * 5.67934068565866 6.14191661110285 4.99432708826554 1.06675457839377 4.00838589543526e-10 4.62946795438509e-09 74.16 84.33 70.13 53.85 33.35 42.62 20.53 31 chr13:38625644-38625844
chr4 35005190 35005390 201 * 7.26312751030065 7.70310932130553 6.62694399881403 1.06640296552838 3.58711257245875e-23 1.83144167149004e-21 206.26 226.35 223.68 177.24 104.38 103.36 96.77 90.83 chr4:35005190-35005390
chr16 46384891 46385091 201 * 8.10024190979219 8.55069460665807 7.44172910361286 1.06572828470287 1.06192848367989e-34 1.34968801735533e-32 366.17 395.01 334.92 403.85 182.07 190.73 149.55 173.06 chr16:46384891-46385091
chr15 90470491 90470691 201 * 8.17553226440352 8.61995467160803 7.52994106066067 1.06561167410203 3.50662679071046e-36 5.07104080294067e-34 377.76 391.68 449.79 354.49 190.31 185.41 171.55 192 chr15:90470491-90470691
chr15 11118445 11118645 201 * 7.81285713148234 8.26944009146274 7.14103254624827 1.06550328721244 8.09542052997766e-28 6.11271462914393e-26 334.88 299.58 290.19 309.62 167.55 126.8 129.03 141.2 chr15:11118445-11118645
chr3 132113820 132114020 201 * 8.75531257222159 9.19986289129122 8.10944903698618 1.06504525601324 4.10378183703341e-40 7.79347209148542e-38 640.8 631.35 573.12 507.05 280.56 272.78 244.86 306.51 chr3:132113820-132114020
chr12 111583031 111583231 201 * 6.71643923876028 7.17692743167693 6.03604014288125 1.06475521423171 5.64729476700463e-17 1.54853173860669e-15 155.27 143.14 139.05 141.35 79.26 58.61 63.05 61.56 chr12:111583031-111583231
chr8 44709198 44709398 201 * 9.06346954681893 9.50633039593626 8.42119690808882 1.06474642891787 6.65595356147546e-43 1.49011768647055e-40 735.81 835.51 644.45 693.27 356.29 328.19 332.83 353.86 chr8:44709198-44709398
chr10 8466128 8466328 201 * 7.02152018828998 7.48058435283997 6.34425635288193 1.06446352385444 1.03556179866458e-19 3.74886195411297e-18 170.34 200.83 154.77 188.46 80.83 86.31 67.45 90.4 chr10:8466128-8466328
chr16 24561702 24561902 201 * 6.68373294375766 7.12627689779989 6.04213239027033 1.06442691238081 1.87663336458642e-17 5.41623122442746e-16 127.46 152.01 140.26 139.1 63.96 59.67 76.24 63.71 chr16:24561702-24561902
chr10 55262206 55262406 201 * 5.79541539690129 6.28699695763111 5.04398581718838 1.06420203662656 1.69028948500175e-10 2.05972732822508e-09 86.91 72.12 72.55 80.77 43.16 30.9 23.46 34.44 chr10:55262206-55262406
chr15 102126428 102126628 201 * 7.37436400636209 7.81914174191608 6.72801610211336 1.06408857681805 7.41022554055663e-25 4.42080445131269e-23 245.66 221.91 209.18 226.6 98.88 108.69 104.1 112.36 chr15:102126428-102126628
chr12 73818944 73819144 201 * 8.56694133200125 9.00722138360882 7.93012880063003 1.06406086235601 4.16700351748622e-45 1.08622103474447e-42 502.9 523.72 553.77 477.88 237.79 233.36 244.86 259.58 chr12:73818944-73819144
chr2 36261851 36262051 201 * 6.38208647467823 6.83807069811306 5.71156996632518 1.06399880104701 3.91044181123245e-15 8.79564640536377e-14 121.67 114.29 102.77 118.91 53.76 54.34 49.85 51.66 chr2:36261851-36262051
chr11 110782041 110782241 201 * 9.03605262605694 9.47899475570828 8.39360752967496 1.06375202330452 1.34715355023998e-47 4.09910279705177e-45 765.94 723.44 727.88 637.18 365.32 339.91 302.04 337.93 chr11:110782041-110782241
chr13 49160048 49160248 201 * 5.44729517192318 5.91593453622832 4.74875695996481 1.06371787880785 1.01670851467103e-08 9.35250715153275e-08 48.67 62.14 70.13 60.58 20.8 22.38 30.79 33.58 chr13:49160048-49160248
chr13 102851091 102851291 201 * 5.09623917665893 5.59127551011949 4.33659930868181 1.06333858226278 6.09057841322498e-08 4.87168898368883e-07 50.99 43.27 44.74 53.85 20.8 19.18 17.59 23.25 chr13:102851091-102851291
chr6 17216560 17216760 201 * 8.06594076304941 8.50447372925379 7.4328072716505 1.06329209508064 8.86547381000543e-35 1.13916467319114e-32 378.92 395.01 357.9 320.83 182.46 156.64 183.28 168.75 chr6:17216560-17216760
chr18 20971216 20971416 201 * 7.68937006241357 8.12335337752392 7.0657527830654 1.06326059169407 1.1206078892077e-27 8.34603060414373e-26 271.15 292.93 317.99 233.33 125.96 127.87 145.16 136.9 chr18:20971216-20971416
chr2 34515487 34515687 201 * 6.61557263886163 7.07305323751159 5.94178371292292 1.06324159087695 1.12751629101727e-16 3.00613472104411e-15 140.21 128.71 114.87 154.81 62 60.74 61.58 61.56 chr2:34515487-34515687
chr6 113787909 113788109 201 * 5.78415966443777 6.25067653889719 5.09037661904394 1.06322116505445 9.9964495474885e-11 1.26151617624342e-09 86.91 72.12 73.76 71.79 35.32 45.82 21.99 33.15 chr6:113787909-113788109
chr5 129096587 129096787 201 * 6.72103753501208 7.16515460989522 6.0760960955194 1.06316542528115 3.2905267072499e-16 8.28461708751495e-15 117.03 169.76 141.47 145.83 65.14 80.98 63.05 60.7 chr5:129096587-129096787
chr13 4780546 4780746 201 * 6.55340717541309 7.00415003043658 5.89426832565562 1.06259016970026 2.66022341216713e-15 6.06692523012794e-14 129.78 154.23 117.28 112.18 62 44.75 67.45 63.71 chr13:4780546-4780746
chr5 28704490 28704690 201 * 5.93860894168862 6.37999052074124 5.29946966704158 1.06246167584087 1.17005169441999e-11 1.6866837132788e-10 85.75 93.2 84.64 69.55 38.06 29.84 51.32 38.31 chr5:28704490-28704690
chr11 23064630 23064830 201 * 6.87319592626156 7.31353661988917 6.23625544520532 1.06217691830711 2.09689896514558e-19 7.35991754700389e-18 171.5 166.44 154.77 143.59 70.63 80.98 73.31 76.63 chr11:23064630-23064830
chr2 94136933 94137133 201 * 6.63215584872717 7.09671328198229 5.94274263324778 1.06214870352001 2.14433834601687e-16 5.5176434441945e-15 136.73 143.14 148.72 118.91 70.63 57.54 49.85 68.02 chr2:94136933-94137133
chr7 88306825 88307025 201 * 7.06745303543622 7.51908969080425 6.40638322537435 1.06202745073809 8.04146711469701e-19 2.65190219502444e-17 203.94 214.15 176.53 139.1 94.96 86.31 68.91 89.11 chr7:88306825-88307025
chr2 101041133 101041333 201 * 7.822029625294 8.2801036980573 7.14693983217945 1.06168832044074 1.97738119777284e-28 1.56226475307823e-26 324.45 316.23 299.86 302.88 164.41 134.26 115.83 152.39 chr2:101041133-101041333
chr8 77772573 77772773 201 * 6.539178275993 6.98667047107217 5.8870303951778 1.06168606158231 4.22062816157109e-16 1.04940047282125e-14 125.15 138.7 124.54 118.91 53.76 65 54.25 63.71 chr8:77772573-77772773
chr5 107098222 107098422 201 * 6.71128624188009 7.18009836696099 6.01235998230963 1.06165286491069 1.84494532282999e-16 4.78505791635513e-15 151.8 149.79 128.17 150.32 69.45 51.15 60.11 77.49 chr5:107098222-107098422
chr17 43516751 43516951 201 * 5.56810901456027 6.05201958703065 4.83467516310541 1.06117573001011 1.27905628887185e-09 1.36317755599544e-08 63.73 67.68 68.92 65.06 29.04 37.29 14.66 33.15 chr17:43516751-43516951
chr3 38014969 38015169 201 * 5.02557988133832 5.50970243884941 4.29165300536873 1.06112910143181 1.62405466440277e-07 1.19670956370212e-06 35.92 45.49 44.74 56.09 16.87 21.31 19.06 21.09 chr3:38014969-38015169
chr9 16291057 16291257 201 * 7.91343007370013 8.35438028813478 7.27520262413008 1.06112496288665 2.7206914813724e-30 2.45254755993185e-28 311.71 379.47 308.32 309.62 165.98 142.78 162.75 148.09 chr9:16291057-16291257
chr8 68562779 68562979 201 * 5.41880831685301 5.89556826138612 4.7018652402583 1.06063381116716 3.02687082109794e-09 3.03506558345813e-08 66.05 58.81 61.66 51.6 27.86 28.77 19.06 28.41 chr8:68562779-68562979
chr11 67199466 67199666 201 * 6.72795528932193 7.19064174940478 6.04269677953418 1.06035520932053 4.22803221404766e-17 1.17311411780344e-15 147.16 158.67 143.88 134.62 78.09 67.13 51.32 67.16 chr11:67199466-67199666
chr5 134241899 134242099 201 * 7.75251298541918 8.19999342480261 7.100390296881 1.06029869279623 8.14749859535723e-27 5.7638799267812e-25 285.06 277.39 328.88 284.94 126.74 155.57 112.9 153.68 chr5:134241899-134242099
chr2 103591284 103591484 201 * 7.55741642418619 7.9966533654682 6.92280215511701 1.06024226340284 4.40449093778308e-27 3.17072988345191e-25 269.99 266.3 243.03 242.31 123.6 103.36 137.82 120.54 chr2:103591284-103591484
chr15 53104438 53104638 201 * 8.81925697009095 9.26842829480675 8.16350409877131 1.06023395328064 1.28567520491112e-40 2.52965868262451e-38 607.19 670.18 594.88 594.55 320.98 277.04 241.93 306.94 chr15:53104438-53104638
chr13 102570469 102570669 201 * 6.25751967576028 6.72717346036072 5.55670075772438 1.06013529452946 3.6841128041998e-13 6.5369242821712e-12 128.62 97.64 94.31 103.21 55.72 44.75 39.59 48.21 chr13:102570469-102570669
chr9 58174938 58175138 201 * 6.36514380509385 6.79102049251167 5.75825551628316 1.06005260030666 2.14806079219021e-13 3.92632701879323e-12 126.31 114.29 114.87 87.5 43.95 68.2 55.72 48.65 chr9:58174938-58175138
chr10 98596293 98596493 201 * 7.19375020789303 7.63219720317698 6.56079739861929 1.05994693393117 3.94636685895476e-22 1.82700267970761e-20 201.62 190.85 210.38 190.71 100.06 92.7 102.64 82.22 chr10:98596293-98596493
chr15 54809562 54809762 201 * 9.37541936469773 9.81254842485891 8.74523224105264 1.05989844761096 2.49740099505487e-47 7.46039302358527e-45 921.22 960.89 848.79 866.03 459.49 391.06 467.72 398.2 chr15:54809562-54809762
chr4 108565145 108565345 201 * 6.55943160068172 7.02526753649734 5.86716931870236 1.05989675496668 7.55882152984734e-16 1.82776100750232e-14 139.05 136.48 122.12 123.4 64.35 63.93 41.05 64.14 chr4:108565145-108565345
chr1 177940990 177941190 201 * 5.98839961487304 6.4562987795261 5.29152230074184 1.05950251678863 3.03782593491238e-12 4.74068809530054e-11 91.54 88.77 83.43 87.5 44.34 39.43 33.72 39.17 chr1:177940990-177941190
chr13 64011175 64011375 201 * 7.65681533904196 8.1115360881211 6.98905351665535 1.05935140271358 1.0130150747337e-27 7.58612048325965e-26 280.42 264.08 261.17 300.64 129.1 112.95 123.16 142.92 chr13:64011175-64011375
chr12 82303136 82303336 201 * 6.23097638578173 6.69413788940808 5.54466463122284 1.05917489400408 1.26720533769221e-13 2.38277105663784e-12 92.7 106.52 118.49 96.47 49.44 46.88 39.59 50.8 chr12:82303136-82303336
chr17 91352092 91352292 201 * 6.82735924722751 7.2774813302134 6.16955928735364 1.0591041336693 1.82639569152073e-18 5.8004814151045e-17 142.53 176.42 153.56 148.08 74.95 62.87 74.78 75.34 chr17:91352092-91352292
chr8 105573520 105573720 201 * 7.73786598672006 8.17561661455058 7.10637547925468 1.05906022753323 2.31585725699544e-29 1.95015671134088e-27 275.79 320.67 284.14 275.96 134.98 121.47 153.95 140.77 chr8:105573520-105573720
chr12 84047023 84047223 201 * 8.87171373686293 9.30831245944123 8.24263732040201 1.05900922564806 1.3786863791945e-49 4.62487126325611e-47 655.86 669.07 614.23 596.79 317.84 285.57 316.7 291.44 chr12:84047023-84047223
chr18 11348153 11348353 201 * 5.80576988433199 6.28432511363832 5.08471187045264 1.05886552790153 4.71159027065449e-10 5.38164073741753e-09 69.53 75.45 88.26 78.53 45.91 24.51 35.19 30.13 chr18:11348153-11348353
chr2 73553016 73553216 201 * 8.37885799950037 8.82175880713837 7.73650058223564 1.05882922654112 2.35819778624417e-35 3.16427618035855e-33 453.08 504.86 412.31 439.74 226.41 174.75 230.2 221.7 chr2:73553016-73553216
chr10 90732901 90733101 201 * 8.31513881463965 8.75994884384859 7.66872210951563 1.05877524776071 3.725659405762e-31 3.63467160930901e-29 424.11 433.84 512.66 363.46 224.45 176.88 196.47 216.1 chr10:90732901-90733101
chr3 102574453 102574653 201 * 6.84553502135938 7.28736242971325 6.2054524531426 1.05859677083072 2.51318424612151e-19 8.73488933033085e-18 157.59 154.23 155.97 157.05 73.38 72.46 79.18 70.17 chr3:102574453-102574653
chr5 43698707 43698907 201 * 5.64081948727708 6.08695828295271 4.99156768916793 1.0584587924792 6.2822539315149e-10 7.0449207637817e-09 64.89 67.68 65.29 74.04 25.9 38.36 33.72 29.27 chr5:43698707-43698907
chr4 33076165 33076365 201 * 5.54803424474666 5.98436074658185 4.91952746068643 1.05829836855509 5.80365348218238e-09 5.55466371807893e-08 49.83 73.23 62.87 67.31 24.33 33.03 39.59 24.11 chr4:33076165-33076365
chr3 28008484 28008684 201 * 5.42285922185583 5.90177530888196 4.70097205497047 1.05824781544667 4.48668176724597e-09 4.37606517315121e-08 53.3 61.03 50.78 74.04 27.07 26.64 24.93 25.4 chr3:28008484-28008684
chr12 7636830 7637030 201 * 6.03414062825373 6.47768450527316 5.39041782512984 1.05817184425113 1.2859860447065e-11 1.84471159735843e-10 78.8 109.85 102.77 65.06 37.67 40.49 43.99 45.63 chr12:7636830-7637030
chr1 54052976 54053176 201 * 7.32768282093682 7.77598815622352 6.67379082572075 1.05791715779911 1.24661588778213e-24 7.31446286959537e-23 209.74 231.9 215.22 219.87 106.34 108.69 90.91 102.46 chr1:54052976-54053176
chr1 156837514 156837714 201 * 5.19523800801011 5.70036194198144 4.41123891111248 1.05783644139319 3.97348025639615e-08 3.29817799884678e-07 48.67 48.82 54.41 56.09 25.9 18.11 16.13 24.97 chr1:156837514-156837714
chr17 69215789 69215989 201 * 5.44495158966853 5.92817600339142 4.71311192258476 1.05757632528997 1.17294709693408e-08 1.06911907384356e-07 67.21 45.49 56.83 74.04 22.37 23.44 26.39 32.72 chr17:69215789-69215989
